,Index,LVL1,LVL2,LVL3,LVL4,LVL5,LVL6,NodeID,NodeType,CategoryID,FieldID,InstanceID,RelatedFieldID,NodeName
473,6049,2,2,1,5,1,0,2.2.1.5.1.0.0.0,inst,,6146.0,2.0,,Imaging visit (2014+)
474,6051,2,2,1,3,3,0,2.2.1.3.3.0.0.0,inst,,845.0,0.0,,Initial assessment visit (2006-2010) at which participants were recruited and consent given
475,6052,2,2,1,3,3,0,2.2.1.3.3.0.0.0,inst,,845.0,1.0,,First repeat assessment visit (2012-13)
476,6053,2,2,1,3,3,0,2.2.1.3.3.0.0.0,inst,,845.0,2.0,,Imaging visit (2014+)
477,6056,2,2,1,3,1,0,2.2.1.3.1.0.0.0,inst,,6138.0,0.0,,Initial assessment visit (2006-2010) at which participants were recruited and consent given
478,6057,2,2,1,3,1,0,2.2.1.3.1.0.0.0,inst,,6138.0,1.0,,First repeat assessment visit (2012-13)
479,6058,2,2,1,3,1,0,2.2.1.3.1.0.0.0,inst,,6138.0,2.0,,Imaging visit (2014+)
480,6107,2,2,1,2,11,0,2.2.1.2.11.0.0.0,inst,,3426.0,0.0,,Initial assessment visit (2006-2010) at which participants were recruited and consent given
481,6108,2,2,1,2,11,0,2.2.1.2.11.0.0.0,inst,,3426.0,1.0,,First repeat assessment visit (2012-13)
482,6109,2,2,1,2,11,0,2.2.1.2.11.0.0.0,inst,,3426.0,2.0,,Imaging visit (2014+)
483,6113,2,2,1,2,10,0,2.2.1.2.10.0.0.0,inst,,826.0,0.0,,Initial assessment visit (2006-2010) at which participants were recruited and consent given
484,6114,2,2,1,2,10,0,2.2.1.2.10.0.0.0,inst,,826.0,1.0,,First repeat assessment visit (2012-13)
485,6115,2,2,1,2,10,0,2.2.1.2.10.0.0.0,inst,,826.0,2.0,,Imaging visit (2014+)
486,6119,2,2,1,2,9,0,2.2.1.2.9.0.0.0,inst,,816.0,0.0,,Initial assessment visit (2006-2010) at which participants were recruited and consent given
487,6120,2,2,1,2,9,0,2.2.1.2.9.0.0.0,inst,,816.0,1.0,,First repeat assessment visit (2012-13)
488,6121,2,2,1,2,9,0,2.2.1.2.9.0.0.0,inst,,816.0,2.0,,Imaging visit (2014+)
489,6124,2,2,1,2,8,0,2.2.1.2.8.0.0.0,inst,,806.0,0.0,,Initial assessment visit (2006-2010) at which participants were recruited and consent given
490,6125,2,2,1,2,8,0,2.2.1.2.8.0.0.0,inst,,806.0,1.0,,First repeat assessment visit (2012-13)
491,6126,2,2,1,2,8,0,2.2.1.2.8.0.0.0,inst,,806.0,2.0,,Imaging visit (2014+)
492,6129,2,2,1,2,7,0,2.2.1.2.7.0.0.0,inst,,6143.0,0.0,,Initial assessment visit (2006-2010) at which participants were recruited and consent given
493,6130,2,2,1,2,7,0,2.2.1.2.7.0.0.0,inst,,6143.0,1.0,,First repeat assessment visit (2012-13)
494,6131,2,2,1,2,7,0,2.2.1.2.7.0.0.0,inst,,6143.0,2.0,,Imaging visit (2014+)
495,6135,2,2,1,2,6,0,2.2.1.2.6.0.0.0,inst,,777.0,0.0,,Initial assessment visit (2006-2010) at which participants were recruited and consent given
496,6136,2,2,1,2,6,0,2.2.1.2.6.0.0.0,inst,,777.0,1.0,,First repeat assessment visit (2012-13)
497,6137,2,2,1,2,6,0,2.2.1.2.6.0.0.0,inst,,777.0,2.0,,Imaging visit (2014+)
498,6142,2,2,1,2,5,0,2.2.1.2.5.0.0.0,inst,,767.0,0.0,,Initial assessment visit (2006-2010) at which participants were recruited and consent given
499,6143,2,2,1,2,5,0,2.2.1.2.5.0.0.0,inst,,767.0,1.0,,First repeat assessment visit (2012-13)
500,6144,2,2,1,2,5,0,2.2.1.2.5.0.0.0,inst,,767.0,2.0,,Imaging visit (2014+)
501,6147,2,2,1,2,4,0,2.2.1.2.4.0.0.0,inst,,757.0,0.0,,Initial assessment visit (2006-2010) at which participants were recruited and consent given
502,6148,2,2,1,2,4,0,2.2.1.2.4.0.0.0,inst,,757.0,1.0,,First repeat assessment visit (2012-13)
503,6149,2,2,1,2,4,0,2.2.1.2.4.0.0.0,inst,,757.0,2.0,,Imaging visit (2014+)
504,6307,2,2,2,1,1,0,2.2.2.1.1.0.0.0,sub,54.0,,,,MET Scores
505,7638,2,6,3,1,0,0,2.6.3.1.0.0.0.0,sub,133.0,,,,Left ventricular size and function
506,7639,2,6,3,2,0,0,2.6.3.2.0.0.0.0,sub,128.0,,,,Pulse wave analysis
507,7640,2,6,3,3,0,0,2.6.3.3.0.0.0.0,leaf,,20210.0,,,Aortic distensibilty images - DICOM
508,7641,2,6,3,4,0,0,2.6.3.4.0.0.0.0,leaf,,20213.0,,,Blood flow images - DICOM
509,7642,2,6,3,5,0,0,2.6.3.5.0.0.0.0,leaf,,20211.0,,,Cine tagging images - DICOM
510,7643,2,6,3,6,0,0,2.6.3.6.0.0.0.0,leaf,,20214.0,,,Experimental shMOLLI sequence images - DICOM
511,7644,2,6,3,7,0,0,2.6.3.7.0.0.0.0,leaf,,20212.0,,,Left ventricular outflow tract images - DICOM
512,7645,2,6,3,8,0,0,2.6.3.8.0.0.0.0,leaf,,20208.0,,,Long axis heart images - DICOM
513,7646,2,6,3,9,0,0,2.6.3.9.0.0.0.0,leaf,,20207.0,,,Scout images for heart MRI - DICOM
514,7647,2,6,3,10,0,0,2.6.3.10.0.0.0.0,leaf,,20209.0,,,Short axis heart images - DICOM
515,7648,2,6,3,11,0,0,2.6.3.11.0.0.0.0,leaf,,12624.0,,,Identifier for blood pressure device
516,7649,2,6,2,1,0,0,2.6.2.1.0.0.0.0,sub,110.0,,,,T1 structural brain MRI
517,7650,2,6,2,2,0,0,2.6.2.2.0.0.0.0,sub,112.0,,,,T2-weighted brain MRI
518,7651,2,6,2,3,0,0,2.6.2.3.0.0.0.0,sub,107.0,,,,Diffusion brain MRI
519,7652,2,6,2,4,0,0,2.6.2.4.0.0.0.0,sub,111.0,,,,Resting functional brain MRI
520,7653,2,6,2,5,0,0,2.6.2.5.0.0.0.0,sub,106.0,,,,Task functional brain MRI
521,7654,2,6,2,6,0,0,2.6.2.6.0.0.0.0,sub,109.0,,,,Susceptibility weighted brain MRI
522,7655,2,6,2,7,0,0,2.6.2.7.0.0.0.0,sub,108.0,,,,Scout images and configuration for brain MRI
523,7656,2,6,2,8,0,0,2.6.2.8.0.0.0.0,leaf,,25780.0,,,Acquisition protocol phase.
524,7657,2,6,2,9,0,0,2.6.2.9.0.0.0.0,leaf,,12139.0,,,Believed safe to perform brain MRI scan
525,7658,2,6,2,10,0,0,2.6.2.10.0.0.0.0,leaf,,12187.0,,,Brain MRI measuring method
526,7659,2,6,2,11,0,0,2.6.2.11.0.0.0.0,leaf,,12188.0,,,Brain MRI measurement completed
527,7660,2,6,1,1,0,0,2.6.1.1.0.0.0.0,sub,126.0,,,,Liver MRI
528,7661,2,6,1,2,0,0,2.6.1.2.0.0.0.0,sub,131.0,,,,Pancreas MRI
529,7662,2,6,1,3,0,0,2.6.1.3.0.0.0.0,sub,149.0,,,,Abdominal composition
530,7663,2,6,1,4,0,0,2.6.1.4.0.0.0.0,leaf,,12224.0,,,Abdominal MRI measurement completed
531,7664,2,6,1,5,0,0,2.6.1.5.0.0.0.0,leaf,,12223.0,,,Abdominal MRI measuring method
532,7665,2,6,1,6,0,0,2.6.1.6.0.0.0.0,leaf,,12140.0,,,Believed safe to perform abdominal MRI scan
533,7666,2,6,1,7,0,0,2.6.1.7.0.0.0.0,leaf,,20201.0,,,Dixon technique for internal fat - DICOM
534,7732,2,6,2,3,1,0,2.6.2.3.1.0.0.0,sub,134.0,,,,dMRI skeleton
535,7733,2,6,2,3,2,0,2.6.2.3.2.0.0.0,sub,135.0,,,,dMRI weighted means
536,7734,2,6,2,3,3,0,2.6.2.3.3.0.0.0,leaf,,20250.0,,,Multiband diffusion brain images - NIFTI
537,7735,2,6,2,3,4,0,2.6.2.3.4.0.0.0,leaf,,20218.0,,,Multiband diffusion brain images - DICOM
538,7736,2,6,2,3,5,0,2.6.2.3.5.0.0.0,leaf,,25737.0,,,Discrepancy between dMRI brain image and T1 brain image
539,7737,2,6,2,3,6,0,2.6.2.3.6.0.0.0,leaf,,25746.0,,,Number of dMRI outlier slices detected and corrected
540,7753,2,6,2,11,0,0,2.6.2.11.0.0.0.0,inst,,12188.0,2.0,,Imaging visit (2014+)
541,7827,2,6,2,3,2,1,2.6.2.3.2.1.0.0,leaf,,25488.0,,,Weighted-mean FA in tract acoustic radiation (left)
542,7828,2,6,2,3,2,2,2.6.2.3.2.2.0.0,leaf,,25489.0,,,Weighted-mean FA in tract acoustic radiation (right)
543,7829,2,6,2,3,2,3,2.6.2.3.2.3.0.0,leaf,,25490.0,,,Weighted-mean FA in tract anterior thalamic radiation (left)
544,7830,2,6,2,3,2,4,2.6.2.3.2.4.0.0,leaf,,25491.0,,,Weighted-mean FA in tract anterior thalamic radiation (right)
545,7831,2,6,2,3,2,5,2.6.2.3.2.5.0.0,leaf,,25492.0,,,Weighted-mean FA in tract cingulate gyrus part of cingulum (left)
546,7832,2,6,2,3,2,6,2.6.2.3.2.6.0.0,leaf,,25493.0,,,Weighted-mean FA in tract cingulate gyrus part of cingulum (right)
547,7833,2,6,2,3,2,7,2.6.2.3.2.7.0.0,leaf,,25496.0,,,Weighted-mean FA in tract corticospinal tract (left)
548,7834,2,6,2,3,2,8,2.6.2.3.2.8.0.0,leaf,,25497.0,,,Weighted-mean FA in tract corticospinal tract (right)
549,7835,2,6,2,3,2,9,2.6.2.3.2.9.0.0,leaf,,25498.0,,,Weighted-mean FA in tract forceps major
550,7836,2,6,2,3,2,10,2.6.2.3.2.10.0.0,leaf,,25499.0,,,Weighted-mean FA in tract forceps minor
551,7837,2,6,2,3,2,11,2.6.2.3.2.11.0.0,leaf,,25500.0,,,Weighted-mean FA in tract inferior fronto-occipital fasciculus (left)
552,7838,2,6,2,3,2,12,2.6.2.3.2.12.0.0,leaf,,25501.0,,,Weighted-mean FA in tract inferior fronto-occipital fasciculus (right)
553,7839,2,6,2,3,2,13,2.6.2.3.2.13.0.0,leaf,,25502.0,,,Weighted-mean FA in tract inferior longitudinal fasciculus (left)
554,7840,2,6,2,3,2,14,2.6.2.3.2.14.0.0,leaf,,25503.0,,,Weighted-mean FA in tract inferior longitudinal fasciculus (right)
555,7841,2,6,2,3,2,15,2.6.2.3.2.15.0.0,leaf,,25505.0,,,Weighted-mean FA in tract medial lemniscus (left)
556,7842,2,6,2,3,2,16,2.6.2.3.2.16.0.0,leaf,,25506.0,,,Weighted-mean FA in tract medial lemniscus (right)
557,7843,2,6,2,3,2,17,2.6.2.3.2.17.0.0,leaf,,25504.0,,,Weighted-mean FA in tract middle cerebellar peduncle
558,7844,2,6,2,3,2,18,2.6.2.3.2.18.0.0,leaf,,25494.0,,,Weighted-mean FA in tract parahippocampal part of cingulum (left)
559,7845,2,6,2,3,2,19,2.6.2.3.2.19.0.0,leaf,,25495.0,,,Weighted-mean FA in tract parahippocampal part of cingulum (right)
560,7846,2,6,2,3,2,20,2.6.2.3.2.20.0.0,leaf,,25507.0,,,Weighted-mean FA in tract posterior thalamic radiation (left)
561,7847,2,6,2,3,2,21,2.6.2.3.2.21.0.0,leaf,,25508.0,,,Weighted-mean FA in tract posterior thalamic radiation (right)
562,7848,2,6,2,3,2,22,2.6.2.3.2.22.0.0,leaf,,25509.0,,,Weighted-mean FA in tract superior longitudinal fasciculus (left)
563,7849,2,6,2,3,2,23,2.6.2.3.2.23.0.0,leaf,,25510.0,,,Weighted-mean FA in tract superior longitudinal fasciculus (right)
564,7850,2,6,2,3,2,24,2.6.2.3.2.24.0.0,leaf,,25511.0,,,Weighted-mean FA in tract superior thalamic radiation (left)
565,7851,2,6,2,3,2,25,2.6.2.3.2.25.0.0,leaf,,25512.0,,,Weighted-mean FA in tract superior thalamic radiation (right)
566,7852,2,6,2,3,2,26,2.6.2.3.2.26.0.0,leaf,,25513.0,,,Weighted-mean FA in tract uncinate fasciculus (left)
567,7853,2,6,2,3,2,27,2.6.2.3.2.27.0.0,leaf,,25514.0,,,Weighted-mean FA in tract uncinate fasciculus (right)
568,7854,2,6,2,3,2,28,2.6.2.3.2.28.0.0,leaf,,25650.0,,,Weighted-mean ICVF in tract acoustic radiation (left)
569,7855,2,6,2,3,2,29,2.6.2.3.2.29.0.0,leaf,,25651.0,,,Weighted-mean ICVF in tract acoustic radiation (right)
570,7856,2,6,2,3,2,30,2.6.2.3.2.30.0.0,leaf,,25652.0,,,Weighted-mean ICVF in tract anterior thalamic radiation (left)
571,7857,2,6,2,3,2,31,2.6.2.3.2.31.0.0,leaf,,25653.0,,,Weighted-mean ICVF in tract anterior thalamic radiation (right)
572,7858,2,6,2,3,2,32,2.6.2.3.2.32.0.0,leaf,,25654.0,,,Weighted-mean ICVF in tract cingulate gyrus part of cingulum (left)
573,7859,2,6,2,3,2,33,2.6.2.3.2.33.0.0,leaf,,25655.0,,,Weighted-mean ICVF in tract cingulate gyrus part of cingulum (right)
574,7860,2,6,2,3,2,34,2.6.2.3.2.34.0.0,leaf,,25658.0,,,Weighted-mean ICVF in tract corticospinal tract (left)
575,7861,2,6,2,3,2,35,2.6.2.3.2.35.0.0,leaf,,25659.0,,,Weighted-mean ICVF in tract corticospinal tract (right)
576,7862,2,6,2,3,2,36,2.6.2.3.2.36.0.0,leaf,,25660.0,,,Weighted-mean ICVF in tract forceps major
577,7863,2,6,2,3,2,37,2.6.2.3.2.37.0.0,leaf,,25661.0,,,Weighted-mean ICVF in tract forceps minor
578,7864,2,6,2,3,2,38,2.6.2.3.2.38.0.0,leaf,,25662.0,,,Weighted-mean ICVF in tract inferior fronto-occipital fasciculus (left)
579,7865,2,6,2,3,2,39,2.6.2.3.2.39.0.0,leaf,,25663.0,,,Weighted-mean ICVF in tract inferior fronto-occipital fasciculus (right)
580,7866,2,6,2,3,2,40,2.6.2.3.2.40.0.0,leaf,,25664.0,,,Weighted-mean ICVF in tract inferior longitudinal fasciculus (left)
581,7867,2,6,2,3,2,41,2.6.2.3.2.41.0.0,leaf,,25665.0,,,Weighted-mean ICVF in tract inferior longitudinal fasciculus (right)
582,7868,2,6,2,3,2,42,2.6.2.3.2.42.0.0,leaf,,25667.0,,,Weighted-mean ICVF in tract medial lemniscus (left)
583,7869,2,6,2,3,2,43,2.6.2.3.2.43.0.0,leaf,,25668.0,,,Weighted-mean ICVF in tract medial lemniscus (right)
584,7870,2,6,2,3,2,44,2.6.2.3.2.44.0.0,leaf,,25666.0,,,Weighted-mean ICVF in tract middle cerebellar peduncle
585,7871,2,6,2,3,2,45,2.6.2.3.2.45.0.0,leaf,,25656.0,,,Weighted-mean ICVF in tract parahippocampal part of cingulum (left)
586,7872,2,6,2,3,2,46,2.6.2.3.2.46.0.0,leaf,,25657.0,,,Weighted-mean ICVF in tract parahippocampal part of cingulum (right)
587,7873,2,6,2,3,2,47,2.6.2.3.2.47.0.0,leaf,,25669.0,,,Weighted-mean ICVF in tract posterior thalamic radiation (left)
588,7874,2,6,2,3,2,48,2.6.2.3.2.48.0.0,leaf,,25670.0,,,Weighted-mean ICVF in tract posterior thalamic radiation (right)
589,7875,2,6,2,3,2,49,2.6.2.3.2.49.0.0,leaf,,25671.0,,,Weighted-mean ICVF in tract superior longitudinal fasciculus (left)
590,7876,2,6,2,3,2,50,2.6.2.3.2.50.0.0,leaf,,25672.0,,,Weighted-mean ICVF in tract superior longitudinal fasciculus (right)
591,7877,2,6,2,3,2,51,2.6.2.3.2.51.0.0,leaf,,25673.0,,,Weighted-mean ICVF in tract superior thalamic radiation (left)
592,7878,2,6,2,3,2,52,2.6.2.3.2.52.0.0,leaf,,25674.0,,,Weighted-mean ICVF in tract superior thalamic radiation (right)
593,7879,2,6,2,3,2,53,2.6.2.3.2.53.0.0,leaf,,25675.0,,,Weighted-mean ICVF in tract uncinate fasciculus (left)
594,7880,2,6,2,3,2,54,2.6.2.3.2.54.0.0,leaf,,25676.0,,,Weighted-mean ICVF in tract uncinate fasciculus (right)
595,7881,2,6,2,3,2,55,2.6.2.3.2.55.0.0,leaf,,25704.0,,,Weighted-mean ISOVF in tract acoustic radiation (left)
596,7882,2,6,2,3,2,56,2.6.2.3.2.56.0.0,leaf,,25705.0,,,Weighted-mean ISOVF in tract acoustic radiation (right)
597,7883,2,6,2,3,2,57,2.6.2.3.2.57.0.0,leaf,,25706.0,,,Weighted-mean ISOVF in tract anterior thalamic radiation (left)
598,7884,2,6,2,3,2,58,2.6.2.3.2.58.0.0,leaf,,25707.0,,,Weighted-mean ISOVF in tract anterior thalamic radiation (right)
599,7885,2,6,2,3,2,59,2.6.2.3.2.59.0.0,leaf,,25708.0,,,Weighted-mean ISOVF in tract cingulate gyrus part of cingulum (left)
600,7886,2,6,2,3,2,60,2.6.2.3.2.60.0.0,leaf,,25709.0,,,Weighted-mean ISOVF in tract cingulate gyrus part of cingulum (right)
601,7887,2,6,2,3,2,61,2.6.2.3.2.61.0.0,leaf,,25712.0,,,Weighted-mean ISOVF in tract corticospinal tract (left)
602,7888,2,6,2,3,2,62,2.6.2.3.2.62.0.0,leaf,,25713.0,,,Weighted-mean ISOVF in tract corticospinal tract (right)
603,7889,2,6,2,3,2,63,2.6.2.3.2.63.0.0,leaf,,25714.0,,,Weighted-mean ISOVF in tract forceps major
604,7890,2,6,2,3,2,64,2.6.2.3.2.64.0.0,leaf,,25715.0,,,Weighted-mean ISOVF in tract forceps minor
605,7891,2,6,2,3,2,65,2.6.2.3.2.65.0.0,leaf,,25716.0,,,Weighted-mean ISOVF in tract inferior fronto-occipital fasciculus (left)
606,7892,2,6,2,3,2,66,2.6.2.3.2.66.0.0,leaf,,25717.0,,,Weighted-mean ISOVF in tract inferior fronto-occipital fasciculus (right)
607,7896,2,6,2,3,2,67,2.6.2.3.2.67.0.0,leaf,,25718.0,,,Weighted-mean ISOVF in tract inferior longitudinal fasciculus (left)
608,7897,2,6,2,3,2,68,2.6.2.3.2.68.0.0,leaf,,25719.0,,,Weighted-mean ISOVF in tract inferior longitudinal fasciculus (right)
609,7898,2,6,2,3,2,69,2.6.2.3.2.69.0.0,leaf,,25721.0,,,Weighted-mean ISOVF in tract medial lemniscus (left)
610,7899,2,6,2,3,2,70,2.6.2.3.2.70.0.0,leaf,,25722.0,,,Weighted-mean ISOVF in tract medial lemniscus (right)
611,7900,2,6,2,3,2,71,2.6.2.3.2.71.0.0,leaf,,25720.0,,,Weighted-mean ISOVF in tract middle cerebellar peduncle
612,7901,2,6,2,3,2,72,2.6.2.3.2.72.0.0,leaf,,25710.0,,,Weighted-mean ISOVF in tract parahippocampal part of cingulum (left)
613,7902,2,6,2,3,2,73,2.6.2.3.2.73.0.0,leaf,,25711.0,,,Weighted-mean ISOVF in tract parahippocampal part of cingulum (right)
614,7903,2,6,2,3,2,74,2.6.2.3.2.74.0.0,leaf,,25723.0,,,Weighted-mean ISOVF in tract posterior thalamic radiation (left)
615,7904,2,6,2,3,2,75,2.6.2.3.2.75.0.0,leaf,,25724.0,,,Weighted-mean ISOVF in tract posterior thalamic radiation (right)
616,7905,2,6,2,3,2,76,2.6.2.3.2.76.0.0,leaf,,25725.0,,,Weighted-mean ISOVF in tract superior longitudinal fasciculus (left)
617,7906,2,6,2,3,2,77,2.6.2.3.2.77.0.0,leaf,,25726.0,,,Weighted-mean ISOVF in tract superior longitudinal fasciculus (right)
618,7907,2,6,2,3,2,78,2.6.2.3.2.78.0.0,leaf,,25727.0,,,Weighted-mean ISOVF in tract superior thalamic radiation (left)
619,7908,2,6,2,3,1,1,2.6.2.3.1.1.0.0,leaf,,25079.0,,,Mean FA in anterior corona radiata on FA skeleton (left)
620,7909,2,6,2,3,2,79,2.6.2.3.2.79.0.0,leaf,,25728.0,,,Weighted-mean ISOVF in tract superior thalamic radiation (right)
621,7910,2,6,2,3,2,80,2.6.2.3.2.80.0.0,leaf,,25729.0,,,Weighted-mean ISOVF in tract uncinate fasciculus (left)
622,7911,2,6,2,3,2,81,2.6.2.3.2.81.0.0,leaf,,25730.0,,,Weighted-mean ISOVF in tract uncinate fasciculus (right)
623,7912,2,6,2,3,2,82,2.6.2.3.2.82.0.0,leaf,,25569.0,,,Weighted-mean L1 in tract acoustic radiation (left)
624,7913,2,6,2,3,2,83,2.6.2.3.2.83.0.0,leaf,,25570.0,,,Weighted-mean L1 in tract acoustic radiation (right)
625,7914,2,6,2,3,2,84,2.6.2.3.2.84.0.0,leaf,,25571.0,,,Weighted-mean L1 in tract anterior thalamic radiation (left)
626,7915,2,6,2,3,2,85,2.6.2.3.2.85.0.0,leaf,,25572.0,,,Weighted-mean L1 in tract anterior thalamic radiation (right)
627,7916,2,6,2,3,1,2,2.6.2.3.1.2.0.0,leaf,,25078.0,,,Mean FA in anterior corona radiata on FA skeleton (right)
628,7917,2,6,2,3,1,3,2.6.2.3.1.3.0.0,leaf,,25073.0,,,Mean FA in anterior limb of internal capsule on FA skeleton (left)
629,7918,2,6,2,3,1,4,2.6.2.3.1.4.0.0,leaf,,25072.0,,,Mean FA in anterior limb of internal capsule on FA skeleton (right)
630,7919,2,6,2,3,1,5,2.6.2.3.1.5.0.0,leaf,,25059.0,,,Mean FA in body of corpus callosum on FA skeleton
631,7920,2,6,2,3,1,6,2.6.2.3.1.6.0.0,leaf,,25071.0,,,Mean FA in cerebral peduncle on FA skeleton (left)
632,7921,2,6,2,3,1,7,2.6.2.3.1.7.0.0,leaf,,25070.0,,,Mean FA in cerebral peduncle on FA skeleton (right)
633,7925,2,6,2,3,2,86,2.6.2.3.2.86.0.0,leaf,,25573.0,,,Weighted-mean L1 in tract cingulate gyrus part of cingulum (left)
634,7926,2,6,2,3,2,87,2.6.2.3.2.87.0.0,leaf,,25574.0,,,Weighted-mean L1 in tract cingulate gyrus part of cingulum (right)
635,7927,2,6,2,3,2,88,2.6.2.3.2.88.0.0,leaf,,25577.0,,,Weighted-mean L1 in tract corticospinal tract (left)
636,7928,2,6,2,3,2,89,2.6.2.3.2.89.0.0,leaf,,25578.0,,,Weighted-mean L1 in tract corticospinal tract (right)
637,7929,2,6,2,3,1,8,2.6.2.3.1.8.0.0,leaf,,25091.0,,,Mean FA in cingulum cingulate gyrus on FA skeleton (left)
638,7930,2,6,2,3,1,9,2.6.2.3.1.9.0.0,leaf,,25090.0,,,Mean FA in cingulum cingulate gyrus on FA skeleton (right)
639,7931,2,6,2,3,1,10,2.6.2.3.1.10.0.0,leaf,,25093.0,,,Mean FA in cingulum hippocampus on FA skeleton (left)
640,7932,2,6,2,3,1,11,2.6.2.3.1.11.0.0,leaf,,25092.0,,,Mean FA in cingulum hippocampus on FA skeleton (right)
641,7933,2,6,2,3,2,90,2.6.2.3.2.90.0.0,leaf,,25579.0,,,Weighted-mean L1 in tract forceps major
642,7934,2,6,2,3,2,91,2.6.2.3.2.91.0.0,leaf,,25580.0,,,Weighted-mean L1 in tract forceps minor
643,7935,2,6,2,3,2,92,2.6.2.3.2.92.0.0,leaf,,25581.0,,,Weighted-mean L1 in tract inferior fronto-occipital fasciculus (left)
644,7936,2,6,2,3,2,93,2.6.2.3.2.93.0.0,leaf,,25582.0,,,Weighted-mean L1 in tract inferior fronto-occipital fasciculus (right)
645,7937,2,6,2,3,1,12,2.6.2.3.1.12.0.0,leaf,,25063.0,,,Mean FA in corticospinal tract on FA skeleton (left)
646,7938,2,6,2,3,1,13,2.6.2.3.1.13.0.0,leaf,,25062.0,,,Mean FA in corticospinal tract on FA skeleton (right)
647,7939,2,6,2,3,1,14,2.6.2.3.1.14.0.0,leaf,,25089.0,,,Mean FA in external capsule on FA skeleton (left)
648,7940,2,6,2,3,1,15,2.6.2.3.1.15.0.0,leaf,,25088.0,,,Mean FA in external capsule on FA skeleton (right)
649,7941,2,6,2,3,2,94,2.6.2.3.2.94.0.0,leaf,,25583.0,,,Weighted-mean L1 in tract inferior longitudinal fasciculus (left)
650,7942,2,6,2,3,2,95,2.6.2.3.2.95.0.0,leaf,,25584.0,,,Weighted-mean L1 in tract inferior longitudinal fasciculus (right)
651,7943,2,6,2,3,2,96,2.6.2.3.2.96.0.0,leaf,,25586.0,,,Weighted-mean L1 in tract medial lemniscus (left)
652,7944,2,6,2,3,2,97,2.6.2.3.2.97.0.0,leaf,,25587.0,,,Weighted-mean L1 in tract medial lemniscus (right)
653,7949,2,6,2,3,1,16,2.6.2.3.1.16.0.0,leaf,,25095.0,,,Mean FA in fornix cres+stria terminalis on FA skeleton (left)
654,7950,2,6,2,3,1,17,2.6.2.3.1.17.0.0,leaf,,25094.0,,,Mean FA in fornix cres+stria terminalis on FA skeleton (right)
655,7951,2,6,2,3,1,18,2.6.2.3.1.18.0.0,leaf,,25061.0,,,Mean FA in fornix on FA skeleton
656,7952,2,6,2,3,1,19,2.6.2.3.1.19.0.0,leaf,,25058.0,,,Mean FA in genu of corpus callosum on FA skeleton
657,7953,2,6,2,3,2,98,2.6.2.3.2.98.0.0,leaf,,25585.0,,,Weighted-mean L1 in tract middle cerebellar peduncle
658,7954,2,6,2,3,2,99,2.6.2.3.2.99.0.0,leaf,,25575.0,,,Weighted-mean L1 in tract parahippocampal part of cingulum (left)
659,7955,2,6,2,3,2,100,2.6.2.3.2.100.0.0,leaf,,25576.0,,,Weighted-mean L1 in tract parahippocampal part of cingulum (right)
660,7956,2,6,2,3,2,101,2.6.2.3.2.101.0.0,leaf,,25588.0,,,Weighted-mean L1 in tract posterior thalamic radiation (left)
661,7957,2,6,2,3,1,20,2.6.2.3.1.20.0.0,leaf,,25067.0,,,Mean FA in inferior cerebellar peduncle on FA skeleton (left)
662,7958,2,6,2,3,1,21,2.6.2.3.1.21.0.0,leaf,,25066.0,,,Mean FA in inferior cerebellar peduncle on FA skeleton (right)
663,7959,2,6,2,3,1,22,2.6.2.3.1.22.0.0,leaf,,25065.0,,,Mean FA in medial lemniscus on FA skeleton (left)
664,7960,2,6,2,3,1,23,2.6.2.3.1.23.0.0,leaf,,25064.0,,,Mean FA in medial lemniscus on FA skeleton (right)
665,7961,2,6,2,3,2,102,2.6.2.3.2.102.0.0,leaf,,25589.0,,,Weighted-mean L1 in tract posterior thalamic radiation (right)
666,7962,2,6,2,3,2,103,2.6.2.3.2.103.0.0,leaf,,25590.0,,,Weighted-mean L1 in tract superior longitudinal fasciculus (left)
667,7963,2,6,2,3,2,104,2.6.2.3.2.104.0.0,leaf,,25591.0,,,Weighted-mean L1 in tract superior longitudinal fasciculus (right)
668,7964,2,6,2,3,2,105,2.6.2.3.2.105.0.0,leaf,,25592.0,,,Weighted-mean L1 in tract superior thalamic radiation (left)
669,7965,2,6,2,3,1,24,2.6.2.3.1.24.0.0,leaf,,25056.0,,,Mean FA in middle cerebellar peduncle on FA skeleton
670,7966,2,6,2,3,1,25,2.6.2.3.1.25.0.0,leaf,,25057.0,,,Mean FA in pontine crossing tract on FA skeleton
671,7967,2,6,2,3,1,26,2.6.2.3.1.26.0.0,leaf,,25083.0,,,Mean FA in posterior corona radiata on FA skeleton (left)
672,7968,2,6,2,3,1,27,2.6.2.3.1.27.0.0,leaf,,25082.0,,,Mean FA in posterior corona radiata on FA skeleton (right)
673,7969,2,6,2,3,2,106,2.6.2.3.2.106.0.0,leaf,,25593.0,,,Weighted-mean L1 in tract superior thalamic radiation (right)
674,7970,2,6,2,3,2,107,2.6.2.3.2.107.0.0,leaf,,25594.0,,,Weighted-mean L1 in tract uncinate fasciculus (left)
675,7971,2,6,2,3,2,108,2.6.2.3.2.108.0.0,leaf,,25595.0,,,Weighted-mean L1 in tract uncinate fasciculus (right)
676,7972,2,6,2,3,2,109,2.6.2.3.2.109.0.0,leaf,,25596.0,,,Weighted-mean L2 in tract acoustic radiation (left)
